Region,State,Year,Population,Property crime rate,Violent Crime rate
Midwest Region,Michigan,2013,9898193,2325,452.2
Midwest Region,Kansas,2013,2895801,2959.6,342.8
Midwest Region,Iowa,2013,3092341,2198.2,273
Midwest Region,Indiana,2013,6570713,2853.1,359.6
Midwest Region,Illinois,2013,12890552,2296.6,403.1
West Region,Wyoming,2014,584153,1964.7,195.5
West Region,Washington,2014,7061530,3706.1,285.2
West Region,Utah,2014,2942902,2878.5,215.6
West Region,Oregon,2014,3970239,2879,232.3
West Region,New Mexico,2014,2085572,3542.3,597.4
West Region,Nevada,2014,2839099,2625.4,635.6
West Region,Montana,2014,1023579,2472.9,323.7
West Region,Idaho,2014,1634464,1854.8,212.2
West Region,Hawaii,2014,1419561,3050,259.2
West Region,Colorado,2014,5355866,2530.1,309.1
West Region,California,2014,38802500,2441.1,396.1
West Region,Arizona,2014,6731484,3197.5,399.9
West Region,Alaska,2014,736732,2760,635.8
South Region,West Virginia,2014,1850326,2034.7,302
South Region,Virginia,2014,8326289,1930.3,196.2
South Region,Texas,2014,26956958,3019.4,405.9
South Region,Tennessee,2014,6549352,3060.6,608.4
South Region,South Carolina,2014,4832482,3460.3,497.7
South Region,Oklahoma,2014,3878051,2990.7,406
South Region,North Carolina,2014,9943964,2873.1,329.5
South Region,Mississippi,2014,2994079,2921.2,278.5
South Region,Maryland,2014,5976407,2507.5,446.1
South Region,Louisiana,2014,4649676,3458.8,514.7
South Region,Kentucky,2014,4413457,2246.9,211.6
South Region,Georgia,2014,10097343,3281.2,377.3
South Region,Florida,2014,19893297,3415.5,540.5
South Region,Delaware,2014,935614,2982,489.1
South Region,Arkansas,2014,2966369,3338,480.1
South Region,Alabama,2014,4849377,3177.6,427.4
Northeast Region,Vermont,2014,626562,1524.4,99.3
Northeast Region,Rhode Island,2014,1055173,2173.6,219.2
Northeast Region,Pennsylvania,2014,12787209,1931.7,314.1
Northeast Region,New York,2014,19746227,1718.2,381.8
Northeast Region,New Jersey,2014,8938175,1734.1,261.2
Northeast Region,New Hampshire,2014,1326813,1962.7,196.1
Northeast Region,Massachusetts,2014,6745408,1857.1,391.4
Northeast Region,Maine,2014,1330089,1986.4,127.8
Northeast Region,Connecticut,2014,3596677,1920.4,236.9
Midwest Region,Wisconsin,2014,5757564,2088.3,290.3
Midwest Region,South Dakota,2014,853175,1863.9,326.5
Midwest Region,Ohio,2014,11594163,2799.1,284.9
Midwest Region,North Dakota,2014,739482,2110.3,265.1
Midwest Region,Nebraska,2014,1881503,2523.5,280.4
Midwest Region,Missouri,2014,6063589,2906.5,442.9
Midwest Region,Minnesota,2014,5457173,2297.5,229.1
Midwest Region,Michigan,2014,9909877,2043.9,427.3
Midwest Region,Kansas,2014,2904021,2735.2,348.6
Midwest Region,Iowa,2014,3107126,2093.8,273.5
Midwest Region,Indiana,2014,6596855,2649.4,365.3
Midwest Region,Illinois,2014,12880580,2075.9,370
